coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Jan 14 02:33:49 +0000 2019,,,,5480,1084639695311654912,NotAlexis,1084637221284655100,15192229,en,,,168,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NotAlexis @SoccerCooligans @OnTheVolleyApp Anything can happen when you’re stuck in LaGuaradia 😎,https://twitter.com/AOC/status/1084639695311654912,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 11 01:29:56 +0000 2019,ShineTheory,,https://twitter.com/marcela_elisa/status/1083367732438093824,45625,1083536452577824768,,,,en,,false,7421,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Impostor syndrome isn’t an internal issue. It’s one that can be encouraged externally.

It’s not delusional to think you’re undeserving, even if you’ve overcome great odds, when some stand to benefit from casting you as such.

That’s why we lift each other’s light. #ShineTheory https://t.co/GYY26Zil3X",https://twitter.com/AOC/status/1083536452577824768,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 02:30:10 +0000 2019,GreenNewDeal,,,0,1084276386477555713,,,,en,,,1987,1084097558698434560,billmckibben,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @billmckibben: A crucial thing that @AOC @sunrisemvmt and #GreenNewDeal get right about climate change is the Scale of action needed to…,https://twitter.com/AOC/status/1084276386477555713,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 23:03:48 +0000 2019,,,https://twitter.com/desusnice/status/1084575899968815104,19248,1084586840450043905,,,,en,,false,1543,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When the brand is so strong random bypassers act as a Bronx group chat 🙅🏿‍♂️🙅🏽‍♀️ https://t.co/S9T8rQv0ee,https://twitter.com/AOC/status/1084586840450043905,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sat Jan 12 05:02:52 +0000 2019,,,https://amp.cnn.com/cnn/2019/01/08/politics/lisa-murkowski-senate-republicans/index.html,13535,1083952429266337792,AOC,1083949946477383700,138203134,en,,false,4155,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","These are some GOP Senators blocking gov, but workable.

Call them, @ them, visit them, &amp; ask they give workers their paychecks without the wall:
- WV: @SenCapito
- AK: @lisamurkowski
- GA: @SenatorIsakson
- FL: @marcorubio

Many more in this article: https://t.co/tEoNXBwIQs",https://twitter.com/AOC/status/1083952429266337792,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 18:00:27 +0000 2019,,,https://twitter.com/pastemagazine/status/1085587915940466688,25000,1085597665331740672,,,,en,,false,4043,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want to be very clear about how successful the work of grassroots organizers and activists have been in helping Progressives secure appointments to the powerful Financial Services Committee.

It starts, as w/ many amazing developments, w/ everyday people paying attention. https://t.co/oKBI0OXCAz",https://twitter.com/AOC/status/1085597665331740672,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 11 01:22:02 +0000 2019,,,,0,1083534466704949259,,,,en,,,4677,1083396607847133185,letsgomathias,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @letsgomathias: Imagine if conservative media spent as much time hyperventilating about congressman Steve King openly admitting to being…,https://twitter.com/AOC/status/1083534466704949259,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 03:47:51 +0000 2019,,,,0,1085383099779858440,,,,en,,,2175,1085374690208739329,axios,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @axios: Alexandria Ocasio-Cortez, who has rejected corporate campaign donations and called for the biggest banks to be broken up, has be…",https://twitter.com/AOC/status/1085383099779858440,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 03:27:00 +0000 2019,,,https://twitter.com/hotlinejosh/status/1084287857315991553,44979,1084290688794144768,,,,en,,false,7461,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do you understand how fundamental the black experience is to American politics? And to American history?

One race isn’t substitutable for another. It doesn’t work like that.

It’s not about “quotas.” It’s about understanding the country you’re living in. https://t.co/sttXLoD4J3",https://twitter.com/AOC/status/1084290688794144768,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 14 20:38:26 +0000 2019,,,http://aros-wearela.com,4765,1084912649459195904,AOC,1084912346823385100,138203134,en,,false,1147,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You can support them here: https://t.co/LTYNfai0ZO,https://twitter.com/AOC/status/1084912649459195904,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 14 23:22:39 +0000 2019,,,,0,1084953974581706752,,,,en,,,445,1084930622550929408,mlooram,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mlooram: Take a moment to soak in The Women of the 116th Congress. Really proud of this project and of the fantastic team that made it…,https://twitter.com/AOC/status/1084953974581706752,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 18:27:35 +0000 2019,,,,11933,1085604494182891521,AOC,1085602689768194000,138203134,en,,,1985,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I cannot stress how important this moment is.

Dems are putting members who rejected corporate campaign money on a committee overseeing Wall St.

All because: 
1. Everyday people donated to our campaigns, and
2. They started to pay attention + became activists in Congress",https://twitter.com/AOC/status/1085604494182891521,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 14 20:37:14 +0000 2019,,https://twitter.com/EvanGeary/status/1084861176406634496/video/1,,75832,1084912346823385088,,,,en,,false,14504,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","These LA teachers striking against  privatization + demanding smaller classrooms/more support for their students is a whole 2019 mood 
💃🏿💃🏼💃🏽 

https://t.co/iMska5whpH",https://twitter.com/AOC/status/1084912346823385088,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 11 04:21:02 +0000 2019,,,https://twitter.com/adamjohnsonNYC/status/1083465050067746816,250697,1083579511889973250,,,,en,,false,33440,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New party, who dis? https://t.co/2cznisv8tB",https://twitter.com/AOC/status/1083579511889973250,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 11 01:17:42 +0000 2019,,,https://twitter.com/thereval/status/1083488987644350465,28285,1083533375527419909,,,,en,,false,3152,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This week I’m bringing the boogie back to Congress with @TheRevAl 💃🏽🕺🏾 https://t.co/lvoZYJ20Is,https://twitter.com/AOC/status/1083533375527419909,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sat Jan 12 04:47:50 +0000 2019,,,https://twitter.com/slate/status/1083919042539388928,37168,1083948643634343938,,,,en,,false,6434,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Actually, the real way out is for GOP Senators to vote to reopen government, give people their paychecks, and fight for their wall another day.

To the aide that deemed nat’l emergency an “elegant” solution: tell that to the 1000s of US immigrants endangered by such a decision. https://t.co/qufADPW6Ec",https://twitter.com/AOC/status/1083948643634343938,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Tue Jan 15 19:27:54 +0000 2019,,,,0,1085257286828937216,,,,en,,,1581,1085254289818292225,thehill,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thehill: .@AOC: ""The vast majority of Americans know that income inequality is one of the biggest issues of our time."" @HillTVLive http…",https://twitter.com/AOC/status/1085257286828937216,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 16:23:37 +0000 2019,,,https://twitter.com/hotlinejosh/status/1084284162654306306,39909,1084486132967133184,,,,en,,false,6920,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I keep thinking about this exchange bc there are many aspects that are concerning to hear from an *editor.*

This is what false equivalence looks like: diminishing Trump‘s “enemy of the people” talk as “scolding” &amp; describing my call to hire a black journalist as the same thing. https://t.co/P0PVfsTE4t",https://twitter.com/AOC/status/1084486132967133184,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 04:12:17 +0000 2019,,,https://twitter.com/mcwm/status/1084300584700792832,49487,1084302086286835713,,,,en,,false,5985,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This week I cosponsored bills in support of DC statehood (HR51), repeal of PAYGO, comprehensive voting reform (HR1), and a bunch of other things, so it‘s already begun.

I’m dropping my first original resolution soon 🔥 it’s like a mixtape, but with way more nerdy producers https://t.co/n4ud5uLf6k",https://twitter.com/AOC/status/1084302086286835713,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 18:10:42 +0000 2019,,,,2716,1085600246363762690,AOC,1085599303878496300,138203134,en,,,490,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fin Services is one of few exclusive committees.

The jargon around here is that they are the “money committees,” not bc they oversee money,but bc one can fundraise from special interests by sitting on it and giving corporations a listening ear.

Until people started paying attn.",https://twitter.com/AOC/status/1085600246363762690,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 00:48:25 +0000 2019,,,https://twitter.com/anildash/status/1085335629955768320,9229,1085337947354918912,,,,en,,false,1022,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My congressional live-streams stay up for 24 hours. The Instagram handle to follow is @ repocasiocortez 

My personal livestreams don’t get archived and that’s the magic of them :) https://t.co/YKjc8oEy2P",https://twitter.com/AOC/status/1085337947354918912,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 16:26:04 +0000 2019,,,https://twitter.com/hotlinejosh/status/1084289808464334849?s=21,10268,1084486750314156032,AOC,1084486132967133200,138203134,en,,false,1125,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Also I never called anyone racist, just inadequate. 

Also never called for strict quotas, just having representation of one of the most fundamental voting blocs in the American electorate. https://t.co/sa3qgi8BLu",https://twitter.com/AOC/status/1084486750314156032,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Tue Jan 15 18:04:10 +0000 2019,,,https://twitter.com/thehill/status/1085221097426038784,104020,1085236210963021824,,,,en,,false,18767,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oh? What’s that? 

The majority of Americans respect when you break down reasonable policy proposals that are designed to combat runaway income inequality and help fund priorities they value most?

We can win public sentiment, stand our ground, &amp; not be scared by GOP information. https://t.co/40KHKwt077",https://twitter.com/AOC/status/1085236210963021824,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sat Jan 12 02:32:52 +0000 2019,,,,77588,1083914679674724353,AOC,1083913777731510300,138203134,en,,,14199,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At this point those who use the terms “racially tinged” or “racially charged” to describe white supremacy should be prepared to explain why they chose to employ those terms instead of “racist”/“racism.”

If the answer is their own discomfort, they’re protecting the wrong people.",https://twitter.com/AOC/status/1083914679674724353,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 23:15:26 +0000 2019,,,https://twitter.com/chrislhayes/status/1084588181322907648,5110,1084589771421372416,,,,en,,false,333,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fun fact: @chrislhayes is from the Bronx too! https://t.co/TIOYoCWs7f,https://twitter.com/AOC/status/1084589771421372416,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 13 14:57:46 +0000 2019,,,https://secure.actblue.com/donate/ocasio2018,13867,1084464526496616450,AOC,1084462271068323800,138203134,en,,false,2491,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","One of the most important things people can do to get big money out of politics is small recurring monthly donations. (You can see the monthly button on this link)

It’s like Netflix, but for unbought members of Congress.

It’s why I can act independently.
https://t.co/G7YMHQkGDn",https://twitter.com/AOC/status/1084464526496616450,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 14 03:31:13 +0000 2019,,,,227,1084654141958508544,AOC,1084639695311654900,138203134,en,,,6,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NotAlexis @SoccerCooligans @OnTheVolleyApp LaGuardia**** ugh,https://twitter.com/AOC/status/1084654141958508544,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Wed Jan 16 15:15:50 +0000 2019,,,https://interc.pt/2TQDb1Y,8998,1085556237624844288,AOC,1085556055881457700,138203134,en,,false,2387,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",More info on his re-election struggle via @ryangrim: https://t.co/uG8nftD6eM,https://twitter.com/AOC/status/1085556237624844288,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Tue Jan 15 14:19:32 +0000 2019,,,,0,1085179680481787904,,,,en,,,2274,1085147470177415168,ryangrim,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ryangrim: Mitch McConnell could easily round up the support needed to reopen the government. But doing so might cost him in 2020. So he…,https://twitter.com/AOC/status/1085179680481787904,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 07 13:44:32 +0000 2019,,,,0,1082271770604945408,,,,en,,,5423,1082263701590286336,brianstelter,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @brianstelter: This is how @FoxAndFriends tricks viewers: @Kilmeade said @AOC ""wants people taxed as high as 80, 90% if you make $10 mil…",https://twitter.com/AOC/status/1082271770604945408,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 04 16:15:36 +0000 2019,,,,0,1081222624896794624,,,,en,,,3244,1081221832861253634,Olivia_Beavers,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Olivia_Beavers: Asked @AOC re this dancing video. She said:

""It is not normal for elected officials to have a reputation for dancing w…",https://twitter.com/AOC/status/1081222624896794624,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 07 21:03:49 +0000 2019,,,,108,1082382320382984195,AOC,1082380345440460800,138203134,en,,,9,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GlennKesslerWP @washingtonpost To make*,https://twitter.com/AOC/status/1082382320382984195,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Tue Jan 08 17:19:14 +0000 2019,,,,0,1082688191554088962,,,,en,,,6565,1082438402732118016,RevDrBarber,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RevDrBarber: Now we are talking about Congresswoman Cortez saying she is a radical &amp; some are critizing her. Maybe they need to remembe…,https://twitter.com/AOC/status/1082688191554088962,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Fri Jan 04 21:53:42 +0000 2019,PAYGO,,https://twitter.com/GideonResnick/status/1081302743753650176,20325,1081307709641814017,,,,en,,false,3802,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yesterday we started a convo w/ the rules pkg about ending #PAYGO, a political policy lacking economic merit that sabotages progress where Americans value it most: healthcare, education, housing, &amp; more.

Today I’m proud to cosponsor legislation w/ @RepJayapal to end it. https://t.co/Yybdf7jIqf",https://twitter.com/AOC/status/1081307709641814017,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sat Jan 05 18:28:12 +0000 2019,,,https://twitter.com/ndrew_lawrence/status/1081349052216893441,0,1081618381630070785,,,,en,,false,6126,1081615365451468801,ValerieJarrett,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ValerieJarrett: That “little girl” is about to rock your world.  Underestimate @AOC at your own risk. https://t.co/QdPYdjDwca,https://twitter.com/AOC/status/1081618381630070785,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sat Jan 05 15:03:01 +0000 2019,,,https://twitter.com/DanRiffle/status/1081220776777404416,15764,1081566747277316096,,,,en,,false,972,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Having 🔥 Twitter game is not a hiring requirement for my policy team, but they bring it anyway ⬇️ https://t.co/qBb1clwhSq",https://twitter.com/AOC/status/1081566747277316096,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Mon Jan 07 20:28:31 +0000 2019,,,,9934,1082373436754673664,AOC,1082372049102913500,138203134,en,,,855,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","(Also: credit for “facts are facts, America” goes to the illustrious queen Monique Hart)",https://twitter.com/AOC/status/1082373436754673664,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
,Sun Jan 06 21:16:11 +0000 2019,,,,0,1082023044158312450,,,,en,,,5225,1082013382058930182,daveweigel,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @daveweigel: Not getting a ton of attention today, but IMO Julian Castro's answer to a question about @AOC's tax talk was striking. 

""G…",https://twitter.com/AOC/status/1082023044158312450,Wed Apr 28 22:38:40 +0000 2010,AOC,false,"Congresswoman for NY-14 (the Bronx + Queens). 💯% People-Funded. In a modern, moral, and wealthy society, no American should be too poor to live.",10215,2430981,1363,7883,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,AOC,6661,,http://www.Ocasio2018.com/,true
